Date,Date,fear_greed,fg_ma7,fg_ma14,fg_change,fg_change7,fg_extreme_fear,fg_extreme_greed
0,2010-07-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,2010-07-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2,2010-07-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
3,2010-07-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
4,2010-07-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
5,2010-07-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
6,2010-07-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
7,2010-07-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
8,2010-07-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
9,2010-07-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
10,2010-07-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
11,2010-07-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
12,2010-07-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
13,2010-08-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
14,2010-08-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
15,2010-08-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
16,2010-08-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
17,2010-08-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
18,2010-08-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
19,2010-08-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
20,2010-08-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
21,2010-08-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
22,2010-08-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
23,2010-08-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
24,2010-08-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
25,2010-08-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
26,2010-08-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
27,2010-08-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
28,2010-08-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
29,2010-08-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
30,2010-08-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
31,2010-08-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
32,2010-08-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
33,2010-08-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
34,2010-08-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
35,2010-08-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
36,2010-08-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
37,2010-08-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
38,2010-08-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
39,2010-08-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
40,2010-08-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
41,2010-08-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
42,2010-08-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
43,2010-08-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
44,2010-09-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
45,2010-09-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
46,2010-09-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
47,2010-09-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
48,2010-09-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
49,2010-09-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
50,2010-09-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
51,2010-09-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
52,2010-09-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
53,2010-09-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
54,2010-09-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
55,2010-09-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
56,2010-09-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
57,2010-09-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
58,2010-09-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
59,2010-09-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
60,2010-09-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
61,2010-09-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
62,2010-09-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
63,2010-09-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
64,2010-09-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
65,2010-09-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
66,2010-09-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
67,2010-09-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
68,2010-09-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
69,2010-09-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
70,2010-09-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
71,2010-09-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
72,2010-09-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
73,2010-09-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
74,2010-10-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
75,2010-10-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
76,2010-10-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
77,2010-10-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
78,2010-10-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
79,2010-10-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
80,2010-10-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
81,2010-10-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
82,2010-10-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
83,2010-10-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
84,2010-10-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
85,2010-10-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
86,2010-10-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
87,2010-10-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
88,2010-10-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
89,2010-10-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
90,2010-10-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
91,2010-10-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
92,2010-10-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
93,2010-10-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
94,2010-10-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
95,2010-10-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
96,2010-10-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
97,2010-10-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
98,2010-10-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
99,2010-10-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
100,2010-10-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
101,2010-10-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
102,2010-10-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
103,2010-10-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
104,2010-10-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
105,2010-11-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
106,2010-11-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
107,2010-11-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
108,2010-11-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
109,2010-11-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
110,2010-11-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
111,2010-11-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
112,2010-11-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
113,2010-11-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
114,2010-11-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
115,2010-11-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
116,2010-11-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
117,2010-11-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
118,2010-11-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
119,2010-11-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
120,2010-11-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
121,2010-11-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
122,2010-11-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
123,2010-11-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
124,2010-11-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
125,2010-11-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
126,2010-11-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
127,2010-11-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
128,2010-11-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
129,2010-11-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
130,2010-11-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
131,2010-11-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
132,2010-11-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
133,2010-11-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
134,2010-11-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
135,2010-12-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
136,2010-12-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
137,2010-12-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
138,2010-12-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
139,2010-12-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
140,2010-12-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
141,2010-12-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
142,2010-12-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
143,2010-12-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
144,2010-12-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
145,2010-12-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
146,2010-12-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
147,2010-12-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
148,2010-12-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
149,2010-12-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
150,2010-12-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
151,2010-12-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
152,2010-12-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
153,2010-12-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
154,2010-12-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
155,2010-12-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
156,2010-12-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
157,2010-12-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
158,2010-12-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
159,2010-12-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
160,2010-12-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
161,2010-12-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
162,2010-12-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
163,2010-12-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
164,2010-12-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
165,2010-12-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
166,2011-01-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
167,2011-01-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
168,2011-01-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
169,2011-01-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
170,2011-01-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
171,2011-01-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
172,2011-01-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
173,2011-01-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
174,2011-01-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
175,2011-01-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
176,2011-01-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
177,2011-01-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
178,2011-01-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
179,2011-01-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
180,2011-01-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
181,2011-01-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
182,2011-01-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
183,2011-01-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
184,2011-01-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
185,2011-01-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
186,2011-01-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
187,2011-01-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
188,2011-01-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
189,2011-01-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
190,2011-01-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
191,2011-01-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
192,2011-01-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
193,2011-01-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
194,2011-01-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
195,2011-01-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
196,2011-01-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
197,2011-02-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
198,2011-02-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
199,2011-02-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
200,2011-02-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
201,2011-02-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
202,2011-02-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
203,2011-02-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
204,2011-02-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
205,2011-02-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
206,2011-02-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
207,2011-02-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
208,2011-02-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
209,2011-02-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
210,2011-02-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
211,2011-02-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
212,2011-02-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
213,2011-02-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
214,2011-02-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
215,2011-02-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
216,2011-02-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
217,2011-02-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
218,2011-02-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
219,2011-02-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
220,2011-02-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
221,2011-02-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
222,2011-02-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
223,2011-02-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
224,2011-02-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
225,2011-03-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
226,2011-03-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
227,2011-03-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
228,2011-03-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
229,2011-03-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
230,2011-03-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
231,2011-03-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
232,2011-03-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
233,2011-03-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
234,2011-03-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
235,2011-03-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
236,2011-03-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
237,2011-03-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
238,2011-03-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
239,2011-03-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
240,2011-03-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
241,2011-03-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
242,2011-03-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
243,2011-03-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
244,2011-03-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
245,2011-03-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
246,2011-03-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
247,2011-03-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
248,2011-03-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
249,2011-03-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
250,2011-03-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
251,2011-03-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
252,2011-03-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
253,2011-03-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
254,2011-03-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
255,2011-03-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
256,2011-04-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
257,2011-04-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
258,2011-04-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
259,2011-04-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
260,2011-04-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
261,2011-04-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
262,2011-04-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
263,2011-04-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
264,2011-04-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
265,2011-04-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
266,2011-04-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
267,2011-04-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
268,2011-04-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
269,2011-04-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
270,2011-04-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
271,2011-04-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
272,2011-04-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
273,2011-04-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
274,2011-04-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
275,2011-04-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
276,2011-04-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
277,2011-04-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
278,2011-04-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
279,2011-04-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
280,2011-04-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
281,2011-04-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
282,2011-04-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
283,2011-04-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
284,2011-04-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
285,2011-04-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
286,2011-05-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
287,2011-05-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
288,2011-05-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
289,2011-05-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
290,2011-05-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
291,2011-05-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
292,2011-05-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
293,2011-05-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
294,2011-05-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
295,2011-05-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
296,2011-05-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
297,2011-05-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
298,2011-05-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
299,2011-05-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
300,2011-05-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
301,2011-05-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
302,2011-05-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
303,2011-05-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
304,2011-05-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
305,2011-05-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
306,2011-05-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
307,2011-05-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
308,2011-05-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
309,2011-05-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
310,2011-05-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
311,2011-05-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
312,2011-05-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
313,2011-05-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
314,2011-05-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
315,2011-05-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
316,2011-05-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
317,2011-06-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
318,2011-06-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
319,2011-06-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
320,2011-06-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
321,2011-06-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
322,2011-06-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
323,2011-06-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
324,2011-06-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
325,2011-06-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
326,2011-06-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
327,2011-06-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
328,2011-06-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
329,2011-06-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
330,2011-06-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
331,2011-06-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
332,2011-06-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
333,2011-06-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
334,2011-06-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
335,2011-06-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
336,2011-06-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
337,2011-06-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
338,2011-06-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
339,2011-06-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
340,2011-06-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
341,2011-06-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
342,2011-06-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
343,2011-06-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
344,2011-06-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
345,2011-06-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
346,2011-06-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
347,2011-07-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
348,2011-07-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
349,2011-07-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
350,2011-07-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
351,2011-07-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
352,2011-07-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
353,2011-07-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
354,2011-07-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
355,2011-07-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
356,2011-07-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
357,2011-07-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
358,2011-07-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
359,2011-07-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
360,2011-07-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
361,2011-07-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
362,2011-07-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
363,2011-07-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
364,2011-07-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
365,2011-07-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
366,2011-07-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
367,2011-07-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
368,2011-07-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
369,2011-07-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
370,2011-07-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
371,2011-07-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
372,2011-07-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
373,2011-07-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
374,2011-07-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
375,2011-07-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
